(211, 318)
(211, 213)
(270, 86)
(270, 113)
(103, 86)
(258, 228)
(108, 318)
(108, 228)
(318, 228)
(264, 228)
